Datetime,Adj Close,Volume,Adj Close(t-1),Volume(t-1),Adj Close(t-2),Volume(t-2),Adj Close(t-3),Volume(t-3),Adj Close(t-4),Volume(t-4),Adj Close(t-5),Volume(t-5),Adj Close(t-6),Volume(t-6),Adj Close(t-7),Volume(t-7)
2024-04-15 09:50:00-04:00,174.47,221504,174.7,205068.0,174.61,241095.0,174.8,193461.0,175.03,226172.0,175.01,277293.0,175.14,179006.0,175.04,237680.0
2024-04-15 09:51:00-04:00,174.54,161085,174.47,221504.0,174.7,205068.0,174.61,241095.0,174.8,193461.0,175.03,226172.0,175.01,277293.0,175.14,179006.0
2024-04-15 09:52:00-04:00,174.58,226599,174.54,161085.0,174.47,221504.0,174.7,205068.0,174.61,241095.0,174.8,193461.0,175.03,226172.0,175.01,277293.0
2024-04-15 09:53:00-04:00,174.65,225179,174.58,226599.0,174.54,161085.0,174.47,221504.0,174.7,205068.0,174.61,241095.0,174.8,193461.0,175.03,226172.0
2024-04-15 09:54:00-04:00,174.85,131668,174.65,225179.0,174.58,226599.0,174.54,161085.0,174.47,221504.0,174.7,205068.0,174.61,241095.0,174.8,193461.0
2024-04-15 09:55:00-04:00,174.78,186806,174.85,131668.0,174.65,225179.0,174.58,226599.0,174.54,161085.0,174.47,221504.0,174.7,205068.0,174.61,241095.0
2024-04-15 09:56:00-04:00,174.61,132732,174.78,186806.0,174.85,131668.0,174.65,225179.0,174.58,226599.0,174.54,161085.0,174.47,221504.0,174.7,205068.0
2024-04-15 09:57:00-04:00,174.57,149690,174.61,132732.0,174.78,186806.0,174.85,131668.0,174.65,225179.0,174.58,226599.0,174.54,161085.0,174.47,221504.0
2024-04-15 09:58:00-04:00,174.71,178937,174.57,149690.0,174.61,132732.0,174.78,186806.0,174.85,131668.0,174.65,225179.0,174.58,226599.0,174.54,161085.0
2024-04-15 09:59:00-04:00,174.63,145583,174.71,178937.0,174.57,149690.0,174.61,132732.0,174.78,186806.0,174.85,131668.0,174.65,225179.0,174.58,226599.0
2024-04-15 10:00:00-04:00,174.63,146846,174.63,145583.0,174.71,178937.0,174.57,149690.0,174.61,132732.0,174.78,186806.0,174.85,131668.0,174.65,225179.0
2024-04-15 10:01:00-04:00,174.72,145453,174.63,146846.0,174.63,145583.0,174.71,178937.0,174.57,149690.0,174.61,132732.0,174.78,186806.0,174.85,131668.0
2024-04-15 10:02:00-04:00,174.75,122594,174.72,145453.0,174.63,146846.0,174.63,145583.0,174.71,178937.0,174.57,149690.0,174.61,132732.0,174.78,186806.0
2024-04-15 10:03:00-04:00,174.79,125561,174.75,122594.0,174.72,145453.0,174.63,146846.0,174.63,145583.0,174.71,178937.0,174.57,149690.0,174.61,132732.0
2024-04-15 10:04:00-04:00,174.83,127310,174.79,125561.0,174.75,122594.0,174.72,145453.0,174.63,146846.0,174.63,145583.0,174.71,178937.0,174.57,149690.0
2024-04-15 10:05:00-04:00,174.99,286372,174.83,127310.0,174.79,125561.0,174.75,122594.0,174.72,145453.0,174.63,146846.0,174.63,145583.0,174.71,178937.0
2024-04-15 10:06:00-04:00,174.96,192586,174.99,286372.0,174.83,127310.0,174.79,125561.0,174.75,122594.0,174.72,145453.0,174.63,146846.0,174.63,145583.0
2024-04-15 10:07:00-04:00,175.04,175392,174.96,192586.0,174.99,286372.0,174.83,127310.0,174.79,125561.0,174.75,122594.0,174.72,145453.0,174.63,146846.0
2024-04-15 10:08:00-04:00,174.99,210329,175.04,175392.0,174.96,192586.0,174.99,286372.0,174.83,127310.0,174.79,125561.0,174.75,122594.0,174.72,145453.0
2024-04-15 10:09:00-04:00,174.99,270618,174.99,210329.0,175.04,175392.0,174.96,192586.0,174.99,286372.0,174.83,127310.0,174.79,125561.0,174.75,122594.0
2024-04-15 10:10:00-04:00,175.06,249264,174.99,270618.0,174.99,210329.0,175.04,175392.0,174.96,192586.0,174.99,286372.0,174.83,127310.0,174.79,125561.0
2024-04-15 10:11:00-04:00,174.73,304017,175.06,249264.0,174.99,270618.0,174.99,210329.0,175.04,175392.0,174.96,192586.0,174.99,286372.0,174.83,127310.0
2024-04-15 10:12:00-04:00,174.77,172828,174.73,304017.0,175.06,249264.0,174.99,270618.0,174.99,210329.0,175.04,175392.0,174.96,192586.0,174.99,286372.0
2024-04-15 10:13:00-04:00,174.84,199855,174.77,172828.0,174.73,304017.0,175.06,249264.0,174.99,270618.0,174.99,210329.0,175.04,175392.0,174.96,192586.0
2024-04-15 10:14:00-04:00,174.84,163118,174.84,199855.0,174.77,172828.0,174.73,304017.0,175.06,249264.0,174.99,270618.0,174.99,210329.0,175.04,175392.0
2024-04-15 10:15:00-04:00,175.09,171623,174.84,163118.0,174.84,199855.0,174.77,172828.0,174.73,304017.0,175.06,249264.0,174.99,270618.0,174.99,210329.0
2024-04-15 10:16:00-04:00,175.12,217682,175.09,171623.0,174.84,163118.0,174.84,199855.0,174.77,172828.0,174.73,304017.0,175.06,249264.0,174.99,270618.0
2024-04-15 10:17:00-04:00,175.0,112413,175.12,217682.0,175.09,171623.0,174.84,163118.0,174.84,199855.0,174.77,172828.0,174.73,304017.0,175.06,249264.0
2024-04-15 10:18:00-04:00,174.8,125268,175.0,112413.0,175.12,217682.0,175.09,171623.0,174.84,163118.0,174.84,199855.0,174.77,172828.0,174.73,304017.0
2024-04-15 10:19:00-04:00,174.85,159716,174.8,125268.0,175.0,112413.0,175.12,217682.0,175.09,171623.0,174.84,163118.0,174.84,199855.0,174.77,172828.0
2024-04-15 10:20:00-04:00,174.67,124012,174.85,159716.0,174.8,125268.0,175.0,112413.0,175.12,217682.0,175.09,171623.0,174.84,163118.0,174.84,199855.0
2024-04-15 10:21:00-04:00,174.64,128161,174.67,124012.0,174.85,159716.0,174.8,125268.0,175.0,112413.0,175.12,217682.0,175.09,171623.0,174.84,163118.0
2024-04-15 10:22:00-04:00,174.74,110995,174.64,128161.0,174.67,124012.0,174.85,159716.0,174.8,125268.0,175.0,112413.0,175.12,217682.0,175.09,171623.0
2024-04-15 10:23:00-04:00,174.84,133671,174.74,110995.0,174.64,128161.0,174.67,124012.0,174.85,159716.0,174.8,125268.0,175.0,112413.0,175.12,217682.0
2024-04-15 10:24:00-04:00,174.79,75698,174.84,133671.0,174.74,110995.0,174.64,128161.0,174.67,124012.0,174.85,159716.0,174.8,125268.0,175.0,112413.0
2024-04-15 10:25:00-04:00,174.98,142008,174.79,75698.0,174.84,133671.0,174.74,110995.0,174.64,128161.0,174.67,124012.0,174.85,159716.0,174.8,125268.0
2024-04-15 10:26:00-04:00,175.09,131169,174.98,142008.0,174.79,75698.0,174.84,133671.0,174.74,110995.0,174.64,128161.0,174.67,124012.0,174.85,159716.0
2024-04-15 10:27:00-04:00,174.87,110694,175.09,131169.0,174.98,142008.0,174.79,75698.0,174.84,133671.0,174.74,110995.0,174.64,128161.0,174.67,124012.0
2024-04-15 10:28:00-04:00,174.9,76856,174.87,110694.0,175.09,131169.0,174.98,142008.0,174.79,75698.0,174.84,133671.0,174.74,110995.0,174.64,128161.0
2024-04-15 10:29:00-04:00,174.88,93744,174.9,76856.0,174.87,110694.0,175.09,131169.0,174.98,142008.0,174.79,75698.0,174.84,133671.0,174.74,110995.0
2024-04-15 10:30:00-04:00,174.7,98222,174.88,93744.0,174.9,76856.0,174.87,110694.0,175.09,131169.0,174.98,142008.0,174.79,75698.0,174.84,133671.0
2024-04-15 10:31:00-04:00,174.84,108532,174.7,98222.0,174.88,93744.0,174.9,76856.0,174.87,110694.0,175.09,131169.0,174.98,142008.0,174.79,75698.0
2024-04-15 10:32:00-04:00,174.93,115705,174.84,108532.0,174.7,98222.0,174.88,93744.0,174.9,76856.0,174.87,110694.0,175.09,131169.0,174.98,142008.0
2024-04-15 10:33:00-04:00,174.82,99394,174.93,115705.0,174.84,108532.0,174.7,98222.0,174.88,93744.0,174.9,76856.0,174.87,110694.0,175.09,131169.0
2024-04-15 10:34:00-04:00,174.61,131518,174.82,99394.0,174.93,115705.0,174.84,108532.0,174.7,98222.0,174.88,93744.0,174.9,76856.0,174.87,110694.0
2024-04-15 10:35:00-04:00,174.57,153609,174.61,131518.0,174.82,99394.0,174.93,115705.0,174.84,108532.0,174.7,98222.0,174.88,93744.0,174.9,76856.0
2024-04-15 10:36:00-04:00,174.76,95337,174.57,153609.0,174.61,131518.0,174.82,99394.0,174.93,115705.0,174.84,108532.0,174.7,98222.0,174.88,93744.0
2024-04-15 10:37:00-04:00,174.65,86717,174.76,95337.0,174.57,153609.0,174.61,131518.0,174.82,99394.0,174.93,115705.0,174.84,108532.0,174.7,98222.0
2024-04-15 10:38:00-04:00,174.61,118282,174.65,86717.0,174.76,95337.0,174.57,153609.0,174.61,131518.0,174.82,99394.0,174.93,115705.0,174.84,108532.0
2024-04-15 10:39:00-04:00,174.71,80778,174.61,118282.0,174.65,86717.0,174.76,95337.0,174.57,153609.0,174.61,131518.0,174.82,99394.0,174.93,115705.0
2024-04-15 10:40:00-04:00,174.72,98668,174.71,80778.0,174.61,118282.0,174.65,86717.0,174.76,95337.0,174.57,153609.0,174.61,131518.0,174.82,99394.0
2024-04-15 10:41:00-04:00,174.73,75913,174.72,98668.0,174.71,80778.0,174.61,118282.0,174.65,86717.0,174.76,95337.0,174.57,153609.0,174.61,131518.0
2024-04-15 10:42:00-04:00,174.88,164329,174.73,75913.0,174.72,98668.0,174.71,80778.0,174.61,118282.0,174.65,86717.0,174.76,95337.0,174.57,153609.0
2024-04-15 10:43:00-04:00,174.84,82931,174.88,164329.0,174.73,75913.0,174.72,98668.0,174.71,80778.0,174.61,118282.0,174.65,86717.0,174.76,95337.0
2024-04-15 10:44:00-04:00,174.95,87204,174.84,82931.0,174.88,164329.0,174.73,75913.0,174.72,98668.0,174.71,80778.0,174.61,118282.0,174.65,86717.0
2024-04-15 10:45:00-04:00,174.95,64872,174.95,87204.0,174.84,82931.0,174.88,164329.0,174.73,75913.0,174.72,98668.0,174.71,80778.0,174.61,118282.0
2024-04-15 10:46:00-04:00,174.81,102572,174.95,64872.0,174.95,87204.0,174.84,82931.0,174.88,164329.0,174.73,75913.0,174.72,98668.0,174.71,80778.0
2024-04-15 10:47:00-04:00,174.8,100196,174.81,102572.0,174.95,64872.0,174.95,87204.0,174.84,82931.0,174.88,164329.0,174.73,75913.0,174.72,98668.0
2024-04-15 10:48:00-04:00,175.04,159307,174.8,100196.0,174.81,102572.0,174.95,64872.0,174.95,87204.0,174.84,82931.0,174.88,164329.0,174.73,75913.0
2024-04-15 10:49:00-04:00,175.12,166308,175.04,159307.0,174.8,100196.0,174.81,102572.0,174.95,64872.0,174.95,87204.0,174.84,82931.0,174.88,164329.0
